date,store_id,product_id,sales,is_anomaly,impressions,discount(%),day_of_week
2024-11-03,2,3,2913.87,0,7544,15,6
2024-06-23,5,14,1794.04,0,10455,5,6
2024-03-22,2,20,1718.61,0,8585,10,4
2024-02-14,7,6,923.65,0,12612,5,2
2024-03-01,8,14,997.9,0,11921,0,4
2024-06-11,2,20,1416.56,0,12081,0,1
2024-03-29,5,19,910.77,0,10899,20,4
2024-02-02,7,5,1699.82,0,9684,15,4
2024-12-14,3,9,1680.65,0,9005,10,5
2024-11-05,9,1,712.56,1,7634,10,1
2024-06-16,1,19,1051.1,0,8475,0,6
2024-12-21,9,4,1447.09,0,6957,0,5
2024-03-06,5,1,477.66,0,9719,20,2
2024-07-19,8,14,944.95,0,13255,5,4
2024-02-19,1,11,577.23,0,9069,20,0
2024-10-25,8,10,799.29,0,9787,10,4
2024-04-21,5,14,1817.58,0,13363,0,6
2024-04-01,5,1,617.92,0,4558,20,0
2024-05-13,10,10,1656.45,0,9355,15,0
2024-08-14,6,16,1394.57,0,6792,20,2
2024-09-09,9,17,752.41,0,9762,15,0
2024-09-15,3,11,1462.49,0,12276,10,6
2024-06-13,4,19,1614.84,0,10734,5,3
2024-11-03,9,8,736.69,0,10137,10,6
2024-03-16,8,2,823.22,0,12915,10,5
2024-02-15,6,5,317.73,1,7470,0,3
2024-08-28,6,2,1195.12,0,13985,20,2
2024-09-29,5,20,1984.12,0,11116,15,6
2024-04-10,9,12,1864.6,0,12619,15,2
2024-09-08,4,16,1608.78,0,4835,5,6
2024-07-28,10,11,1894.21,0,7207,15,6
2024-01-24,2,13,1385.83,0,8613,20,2
2024-07-27,7,16,643.11,0,11068,10,5
2024-08-03,4,3,1421.97,0,12339,10,5
2024-12-27,7,6,1204.82,0,11113,20,4
2024-05-28,2,6,1651.97,0,8422,20,1
2024-06-01,6,1,1619.74,0,16705,0,5
2024-01-16,10,5,678.0,0,4003,15,1
2024-06-15,4,11,541.46,0,11970,0,5
2024-04-03,9,11,1287.03,0,14111,5,2
2024-01-25,7,6,1048.28,0,12242,10,3
2024-07-12,1,16,1283.97,0,14803,10,4
2024-09-04,4,4,1701.03,0,11569,20,2
2024-08-20,4,15,1003.13,1,15334,15,1
2024-08-03,10,7,907.73,0,7151,0,5
2024-08-04,2,20,1956.81,0,7963,0,6
2024-05-28,3,2,1482.31,0,10187,10,1
2024-04-27,4,6,1676.38,0,5905,20,5
2024-07-17,2,20,1482.01,0,11763,20,2
2024-11-27,1,3,2472.87,0,7492,20,2
2024-06-27,7,10,1301.38,0,14304,15,3
2024-05-19,7,4,2091.52,0,12744,20,6
2024-06-16,8,10,724.96,0,15958,20,6
2024-03-28,2,8,0.0,1,8816,5,3
2024-12-07,4,10,830.77,0,7229,10,5
2024-10-02,1,3,1992.87,0,9710,20,2
2024-03-12,3,4,892.97,0,11296,20,1
2024-05-03,4,7,1753.49,0,9602,15,4
2024-11-05,9,6,1443.18,0,9824,20,1
2024-12-15,2,7,1689.05,0,13941,5,6
2024-02-17,10,7,1349.54,0,7577,10,5
2024-06-07,5,5,774.97,0,10017,20,4
2024-11-21,6,17,1268.77,0,9956,0,3
2024-03-19,10,19,1321.74,0,9047,20,1
2024-06-07,3,10,1039.57,0,8698,0,4
2024-09-22,4,12,2340.06,0,12113,20,6
2024-03-08,3,10,1099.97,0,11643,5,4
2024-10-19,5,11,856.48,0,8875,10,5
2024-01-22,3,3,778.45,0,9110,5,0
2024-01-16,4,9,863.66,0,9305,20,1
2024-03-27,10,18,1525.08,0,10032,20,2
2024-05-23,5,8,1374.44,0,8398,0,3
2024-05-04,1,7,1655.62,0,8268,5,5
2024-09-26,4,20,1891.18,0,19316,5,3
2024-12-08,5,4,2343.51,0,6692,20,6
2024-11-17,7,15,2303.96,0,11903,10,6
2024-10-06,8,3,2101.23,0,6501,5,6
2024-10-11,5,1,385.6,0,10385,10,4
2024-05-14,3,17,702.16,0,9155,15,1
2024-07-15,9,19,2102.91,0,9232,15,0
2024-01-02,6,16,1282.6,0,11756,0,1
2024-06-08,6,16,1722.12,0,13452,5,5
2024-06-12,2,19,1211.88,0,9082,0,2
2024-09-20,7,19,1608.89,0,9141,20,4
2024-09-19,3,4,903.15,0,10205,0,3
2024-10-26,10,15,2039.16,0,12640,10,5
2024-03-14,9,20,1294.61,0,11972,5,3
2024-12-06,2,10,2328.69,0,6682,20,4
2024-10-09,5,12,4337.62,1,7411,10,2
2024-11-28,8,2,626.27,0,11269,0,3
2024-01-26,10,12,1867.1,0,9202,15,4
2024-07-05,2,8,1236.16,0,13764,5,4
2024-01-30,2,1,1688.93,0,11224,15,1
2024-06-22,3,20,5871.91,1,15001,15,5
2024-07-21,10,12,2319.29,0,8075,5,6
2024-05-21,5,5,737.27,0,4416,10,1
2024-04-21,10,10,2102.2,0,11754,20,6
2024-07-24,7,8,1085.69,0,7578,5,2
2024-06-11,4,14,746.89,0,11158,15,1
2024-02-20,8,18,1081.9,0,17855,10,1
2024-10-22,10,3,1883.62,0,11886,20,1
2024-02-14,3,2,1489.17,0,6997,5,2
2024-08-26,9,10,1270.04,0,9899,15,0
2024-07-13,6,6,2259.21,0,16041,15,5
2024-01-16,6,11,1712.69,0,12552,20,1
2024-09-12,6,11,1704.42,0,8861,5,3
2024-04-18,1,10,1806.74,0,11380,0,3
2024-07-02,3,19,2020.02,0,6589,5,1
2024-05-29,3,14,1356.84,0,4782,10,2
2024-08-15,7,8,1249.08,0,6837,5,3
2024-11-22,7,16,587.42,0,10426,0,4
2024-12-14,7,3,2299.87,0,5722,0,5
2024-09-09,10,11,0.0,1,8887,20,0
2024-09-28,2,19,1512.12,0,4652,0,5
2024-04-02,7,15,1340.11,0,13910,5,1
2024-02-14,4,18,1470.91,0,7078,0,2
2024-10-27,7,10,1557.69,0,9474,20,6
2024-11-25,4,19,2021.06,0,8070,15,0
2024-03-21,9,18,600.7,0,8028,5,3
2024-08-05,9,11,1383.72,0,10858,10,0
2024-11-06,8,18,1229.6,0,8261,10,2
2024-06-25,8,18,960.62,0,9930,20,1
2024-03-05,6,8,764.79,0,3735,20,1
2024-10-10,9,14,717.48,0,8174,0,3
2024-02-19,5,13,1233.24,0,5804,15,0
2024-05-01,8,12,1321.96,0,12959,20,2
2024-07-28,3,11,1618.74,0,18964,20,6
2024-08-19,10,12,1770.49,0,7139,15,0
2024-04-15,8,9,1388.96,0,10480,20,0
2024-02-20,3,6,727.04,0,9975,15,1
2024-10-17,9,19,2027.1,0,12774,10,3
2024-01-06,6,9,1974.93,0,10753,5,5
2024-06-21,1,7,1282.66,0,6964,0,4
2024-07-30,3,15,744.66,0,14540,15,1
2024-04-24,3,1,849.9,0,10784,10,2
2024-11-26,10,6,1332.04,0,12024,20,1
2024-12-03,6,17,944.61,0,11138,0,1
2024-02-20,9,12,1955.29,0,6671,0,1
2024-01-13,4,18,1834.45,0,13144,20,5
2024-05-25,10,6,1201.82,0,4753,20,5
2024-05-13,8,20,840.96,0,10616,0,0
2024-07-24,3,9,1239.06,0,13483,10,2
2024-05-10,2,16,1467.41,0,7485,20,4
2024-06-16,9,3,1115.78,0,12151,5,6
2024-02-11,2,16,2163.99,0,8629,5,6
2024-02-15,6,20,505.52,0,8169,5,3
2024-09-04,9,5,516.84,1,13543,10,2
2024-04-08,3,13,2027.22,0,8458,15,0
2024-05-02,6,18,1155.86,0,15251,20,3
2024-02-15,7,2,1283.67,0,10168,20,3
2024-08-18,9,7,1018.4,0,9357,10,6
2024-01-13,10,19,1530.04,0,14147,5,5
2024-10-21,9,4,839.73,0,12649,10,0
2024-04-17,2,13,1175.03,0,8026,20,2
2024-07-17,4,13,1168.93,0,11658,10,2
2024-03-20,4,6,1420.39,0,14121,0,2
2024-12-16,10,5,1062.79,0,12257,15,0
2024-02-21,2,12,666.9,0,16027,15,2
2024-01-29,7,15,1482.28,0,7732,5,0
2024-04-22,1,14,1719.82,0,10480,5,0
2024-12-07,10,5,1164.73,0,7920,20,5
2024-05-01,1,16,629.51,1,12321,5,2
2024-11-18,9,16,1868.31,0,10046,15,0
2024-10-25,4,9,1141.36,0,12182,0,4
2024-08-31,6,11,2140.39,0,7205,20,5
2024-07-30,6,1,1300.51,0,7628,20,1
2024-01-29,6,12,727.87,0,8769,15,0
2024-04-08,7,17,596.99,0,13431,5,0
2024-08-30,9,6,1192.36,0,11426,15,4
2024-07-31,7,15,1461.44,0,10523,20,2
2024-08-15,7,4,1774.17,0,15007,15,3
2024-08-21,9,13,599.12,0,9909,0,2
2024-07-02,10,4,1194.81,0,9392,10,1
2024-12-21,8,6,2539.65,0,7365,20,5
2024-11-27,10,5,1156.59,0,15259,10,2
2024-08-11,7,9,1190.28,0,12750,5,6
2024-11-24,4,5,2890.16,0,8690,5,6
2024-09-08,4,4,1940.36,0,8046,15,6
2024-12-17,9,17,738.38,0,12107,20,1
2024-08-09,2,15,827.81,0,6204,0,4
2024-10-02,2,13,6218.35,1,9005,0,2
2024-10-10,2,20,1437.97,0,7324,0,3
2024-01-21,7,10,1483.47,0,14631,10,6
2024-10-12,2,12,817.51,0,9287,15,5
2024-05-25,8,1,650.48,0,9608,0,5
2024-11-13,10,13,808.75,0,4817,15,2
2024-08-28,2,2,859.07,0,6420,5,2
2024-12-05,10,5,939.58,0,10591,20,3
2024-09-01,2,7,1141.74,0,9153,15,6
2024-07-19,6,7,1529.79,0,6510,0,4
2024-10-04,6,10,1413.7,0,8906,0,4
2024-05-23,2,3,2045.6,0,10479,10,3
2024-11-05,6,10,1825.93,0,12399,20,1
2024-12-16,10,13,644.94,0,5106,5,0
2024-09-02,7,11,1243.34,0,12682,15,0
2024-04-26,5,1,563.27,0,11826,0,4
2024-03-18,4,5,1858.99,0,6166,5,0
2024-09-27,3,14,1588.87,0,10763,0,4
2024-03-08,3,18,731.61,0,11272,10,4
2024-06-04,2,1,1522.02,0,8322,15,1
2024-04-06,2,8,1244.23,0,10622,5,5
2024-01-19,2,15,648.78,0,13360,15,4
2024-10-15,5,20,1509.86,0,11775,20,1
2024-05-24,7,6,876.92,0,6076,20,4
2024-11-05,8,9,1962.93,0,9005,20,1
2024-03-22,1,16,1230.0,0,6252,10,4
2024-04-14,10,15,1988.59,0,10675,15,6
2024-06-30,6,17,966.12,0,11591,0,6
2024-02-18,2,4,854.17,0,14285,15,6
2024-01-11,8,19,1155.18,0,9238,5,3
2024-01-11,4,17,569.52,0,8248,10,3
2024-08-23,6,9,1754.44,0,8836,0,4
2024-07-02,3,6,735.49,0,6881,20,1
2024-11-07,3,20,1485.52,0,12423,10,3
2024-03-26,9,17,695.18,0,10637,20,1
2024-06-09,7,15,1711.05,0,6204,5,6
2024-08-06,6,8,806.26,0,5896,0,1
2024-01-26,4,15,585.0,0,10293,20,4
2024-10-12,10,12,675.18,1,8375,15,5
2024-03-25,8,15,1414.61,0,10764,15,0
2024-01-07,10,12,2108.94,0,8582,5,6
2024-11-01,8,5,1439.0,0,7697,10,4
2024-08-24,7,14,2254.69,0,11107,10,5
2024-11-15,6,9,2156.08,0,6529,20,4
2024-04-24,1,17,784.61,0,6443,10,2
2024-10-12,4,4,1794.05,0,7977,0,5
2024-09-04,7,8,1000.62,0,8978,20,2
2024-05-16,8,6,1460.65,0,5483,0,3
2024-09-01,3,5,1309.11,0,5058,15,6
2024-10-04,2,14,1692.9,0,9745,10,4
2024-12-22,9,16,2053.52,0,2611,10,6
2024-01-17,7,13,1275.79,0,5444,10,2
2024-10-06,6,15,1854.43,0,10794,5,6
2024-09-30,6,9,1594.16,0,8285,15,0
2024-11-15,7,17,835.45,0,10072,15,4
2024-09-11,4,5,1937.67,0,7734,20,2
2024-02-29,6,16,1306.07,0,7928,0,3
2024-10-07,6,11,1898.95,0,9865,0,0
2024-04-04,10,18,1735.89,0,8014,15,3
2024-02-04,7,19,2039.35,0,7389,5,6
2024-08-25,8,7,1656.92,0,4421,0,6
2024-02-16,2,11,0.0,1,9478,10,4
2024-09-13,4,2,635.78,0,5884,15,4
2024-04-23,7,19,0.0,1,13734,0,1
2024-02-16,5,10,1399.83,0,12351,15,4
2024-11-16,2,15,1077.37,0,9804,5,5
2024-01-01,8,14,1294.57,0,10434,10,0
2024-06-27,10,3,1805.7,0,14011,20,3
2024-01-30,2,2,780.25,0,4925,20,1
2024-08-25,2,11,849.22,0,9636,0,6
2024-08-17,2,10,2251.38,0,9480,0,5
2024-08-12,7,13,1141.12,0,10728,5,0
2024-11-10,2,15,2187.47,1,8468,0,6
2024-11-21,10,15,1985.87,0,9699,20,3
2024-02-25,7,16,0.0,1,8692,15,6
2024-06-15,4,2,626.76,0,11836,15,5
2024-01-16,1,8,0.0,1,8466,0,1
2024-05-14,7,9,828.09,0,12708,5,1
2024-05-15,7,9,1069.51,0,9338,0,2
2024-11-28,3,6,805.43,0,16957,20,3
2024-11-27,2,4,1169.28,0,12506,0,2
2024-06-01,5,16,1590.01,0,6785,0,5
2024-09-13,2,11,752.58,0,13687,10,4
2024-06-12,6,17,955.31,0,12699,20,2
2024-06-22,1,14,2041.71,0,10884,0,5
2024-03-24,8,7,1810.62,0,9374,10,6
2024-03-29,3,5,1075.63,0,11277,5,4
2024-07-03,8,10,619.99,0,8522,15,2
2024-09-02,6,12,424.93,0,6467,15,0
2024-04-18,9,13,483.84,0,4473,15,3
2024-04-09,10,14,1147.59,0,11156,15,1
2024-02-06,1,10,1742.7,0,10242,0,1
2024-06-01,3,19,2226.54,0,4042,5,5
2024-10-29,1,9,1505.29,0,9267,15,1
2024-03-18,1,17,955.18,0,15422,5,0
2024-06-12,3,13,1956.51,0,5259,15,2
2024-08-02,9,5,1444.19,0,14272,10,4
2024-09-11,10,19,1244.3,0,5730,0,2
2024-02-28,5,11,819.49,0,15451,10,2
2024-08-11,9,18,650.71,0,11687,10,6
2024-01-02,2,9,1812.15,0,9111,5,1
2024-12-03,10,14,1246.52,0,8845,0,1
2024-09-15,6,1,1634.55,0,7518,20,6
2024-02-02,8,1,553.67,0,13810,20,4
2024-12-16,6,12,895.64,0,9753,15,0
2024-12-22,8,15,2418.13,0,14502,20,6
2024-07-28,1,9,2065.11,0,6818,5,6
2024-08-19,2,5,1326.09,0,10064,10,0
2024-04-20,10,18,2019.6,0,18217,20,5
2024-09-02,1,14,1698.37,0,6973,15,0
2024-12-25,7,2,1875.32,0,10747,20,2
2024-07-17,8,19,1250.0,0,13352,10,2
2024-09-05,8,5,1028.67,0,11652,0,3
2024-10-01,2,10,1824.19,0,8001,15,1
2024-02-08,2,17,1216.87,0,12080,0,3
2024-05-11,7,16,781.82,0,10033,20,5
2024-08-28,5,10,1335.46,0,12716,10,2
2024-08-22,1,6,1502.07,0,12309,20,3
2024-03-23,1,3,2218.24,0,10726,10,5
2024-12-30,4,2,720.68,0,7802,20,0
2024-08-28,3,18,951.7,0,6698,15,2
2024-06-11,2,2,982.17,0,15798,10,1
2024-05-31,1,20,1991.61,0,14888,10,4
2024-10-16,5,12,1624.95,0,6695,5,2
2024-12-01,2,3,2827.4,0,7719,0,6
2024-06-21,6,9,0.0,1,10352,0,4
2024-11-08,10,8,869.01,0,11404,10,4
2024-09-30,5,15,421.09,0,9632,10,0
2024-05-02,4,20,1683.04,0,8874,15,3
2024-11-02,4,9,1514.41,0,10269,5,5
2024-11-28,2,19,1424.81,0,5079,5,3
2024-02-10,3,15,1019.16,0,6111,10,5
2024-11-15,9,6,1313.36,0,8381,10,4
2024-08-04,5,1,698.31,0,6052,20,6
2024-04-21,1,16,1504.9,0,4855,20,6
2024-07-06,9,17,548.87,0,10498,15,5
2024-06-17,7,20,6640.64,1,13505,5,0
2024-08-08,5,2,580.9,0,10105,0,3
2024-03-28,10,10,1717.68,0,11529,5,3
2024-08-01,10,7,886.3,0,9534,20,3
2024-11-19,7,9,1070.28,0,6401,5,1
2024-05-03,5,14,1480.12,0,13026,15,4
2024-07-14,1,1,1329.9,0,14818,5,6
2024-06-26,1,17,759.73,0,14132,5,2
2024-10-09,6,7,1372.08,0,11936,10,2
2024-02-27,3,5,1262.22,0,9233,5,1
2024-09-07,1,17,728.43,0,7186,5,5
2024-05-15,1,18,1255.35,0,13079,20,2
2024-05-18,7,7,180.25,1,10297,20,5
2024-03-29,1,6,1418.05,0,12117,15,4
2024-04-02,8,2,528.39,0,11126,20,1
2024-05-14,8,4,1586.94,0,15998,15,1
2024-10-26,9,7,1047.45,0,12648,0,5
2024-10-01,2,1,1719.08,0,10293,5,1
2024-03-02,6,8,989.92,0,9730,15,5
2024-07-17,2,8,1294.78,0,10295,20,2
2024-10-25,4,1,746.48,0,8483,20,4
2024-09-09,5,15,581.88,0,13962,0,0
2024-09-03,10,10,6897.53,1,10762,5,1
2024-09-03,5,16,1361.09,0,11978,10,1
2024-11-24,4,18,2193.72,0,12154,10,6
2024-09-18,4,4,1800.66,0,11882,20,2
2024-08-30,9,17,649.26,0,9887,15,4
2024-01-08,7,12,906.15,0,10031,20,0
2024-04-18,3,17,692.48,0,16297,0,3
2024-03-22,10,15,1789.45,0,11340,0,4
2024-12-11,2,6,6348.19,1,10719,10,2
2024-07-21,2,13,1546.94,0,4978,15,6
2024-03-14,6,14,1113.62,0,5947,15,3
2024-09-16,9,7,654.15,0,9940,0,0
2024-01-18,3,18,1001.87,0,14883,20,3
2024-08-30,2,10,1804.13,0,5574,10,4
2024-01-30,10,20,830.38,0,9941,0,1
2024-02-05,9,16,1252.01,0,5777,0,0
2024-01-09,8,5,1389.87,0,6120,5,1
2024-11-15,2,14,2253.19,0,13704,10,4
2024-08-26,4,8,0.0,1,11359,0,0
2024-04-21,5,2,956.81,0,11262,0,6
2024-03-21,6,14,1204.28,0,9777,0,3
2024-01-04,4,16,1254.57,0,10058,20,3
2024-12-06,1,19,1275.41,0,2414,10,4
2024-10-17,9,9,1208.38,0,11796,0,3
2024-03-06,4,17,511.47,0,6583,10,2
2024-10-29,5,1,541.44,0,12939,10,1
2024-05-07,5,19,1053.98,0,11825,20,1
2024-08-20,8,13,429.05,0,7110,20,1
2024-03-24,7,11,1483.71,0,7006,5,6
2024-11-10,5,12,2376.93,0,9413,15,6
2024-06-14,1,3,1939.1,0,5726,10,4
2024-01-17,9,3,1012.14,0,8036,10,2
2024-06-06,1,20,1952.86,0,9288,5,3
2024-03-26,4,3,1332.46,0,10792,0,1
2024-08-10,5,14,1747.53,0,12132,15,5
2024-01-04,10,12,0.0,1,9179,15,3
2024-05-05,4,9,1151.67,0,5072,5,6
2024-12-22,7,2,2270.91,0,10977,10,6
2024-04-05,8,5,1142.58,0,9609,5,4
2024-12-19,3,15,1119.12,0,14225,5,3
2024-07-19,1,10,1864.16,0,10422,15,4
2024-12-12,7,3,2064.55,0,7881,15,3
2024-01-19,3,6,735.77,0,7180,15,4
2024-11-02,2,4,1246.34,0,11370,5,5
2024-12-05,4,11,589.05,0,13527,15,3
2024-01-11,9,14,243.38,1,6231,20,3
2024-01-04,8,19,1299.35,0,9517,10,3
2024-08-15,5,10,1323.37,0,12084,20,3
2024-12-22,9,7,415.83,1,9541,10,6
2024-04-13,1,6,1796.95,0,10749,5,5
2024-05-19,5,20,1690.56,0,10295,5,6
2024-03-16,5,15,651.69,0,5928,20,5
2024-11-14,6,19,750.7,0,9016,10,3
2024-10-17,4,17,592.22,0,9094,20,3
2024-11-28,6,3,10867.78,1,9559,0,3
2024-02-13,10,2,871.05,0,13698,0,1
2024-01-11,4,19,1378.11,0,11341,15,3
2024-05-31,7,5,1768.08,0,11354,0,4
2024-04-24,9,15,4275.78,1,13506,0,2
2024-03-08,5,11,686.39,0,14158,20,4
2024-09-07,3,8,1731.84,0,9869,10,5
2024-02-08,6,18,902.87,0,13222,5,3
2024-05-06,7,7,998.97,0,12287,10,0
2024-01-22,2,1,1543.36,0,12827,5,0
2024-11-12,9,11,1767.51,0,8140,0,1
2024-11-08,6,5,1734.49,0,8519,10,4
2024-08-21,1,2,876.35,0,7324,15,2
2024-11-26,10,14,1277.74,0,10646,20,1
2024-11-23,3,14,2160.97,0,14550,5,5
2024-08-13,2,20,1473.17,0,4750,10,1
2024-04-27,9,1,1170.6,0,13942,5,5
2024-10-10,1,9,1733.45,0,9905,5,3
2024-05-30,6,2,1338.61,0,11073,10,3
2024-01-16,1,10,1807.45,0,10926,5,1
2024-12-07,6,12,328.85,1,9458,5,5
2024-07-05,1,18,1259.39,0,6774,15,4
2024-10-01,1,14,262.57,1,12521,10,1
2024-01-08,10,1,1751.34,0,14279,15,0
2024-11-21,9,11,1545.45,0,9613,10,3
2024-11-03,9,16,2151.2,0,9897,5,6
2024-05-04,10,20,1062.33,0,8022,10,5
2024-05-28,6,19,464.0,0,5610,10,1
2024-04-13,6,10,0.0,1,12584,5,5
2024-12-18,4,13,1625.58,0,9132,0,2
2024-03-23,3,19,2425.33,0,12557,5,5
2024-12-09,7,5,2395.42,0,11939,20,0
2024-05-29,10,18,1579.38,0,9544,20,2
2024-01-20,6,13,556.54,1,10207,20,5
2024-06-08,9,1,972.18,0,11347,20,5
2024-04-03,8,7,1650.78,0,14223,0,2
2024-08-22,3,5,1178.37,0,8860,0,3
2024-05-14,3,5,1325.7,0,11967,10,1
2024-09-02,10,4,1011.22,0,11089,5,0
2024-11-20,8,5,1423.71,0,10260,15,2
2024-08-18,2,12,739.51,0,14967,10,6
2024-06-05,5,3,1053.43,0,14342,0,2
2024-10-26,6,9,1946.14,0,11305,20,5
2024-12-05,9,3,1021.6,0,14788,0,3
2024-12-04,9,13,985.97,0,11671,0,2
2024-07-24,9,18,629.0,0,10347,15,2
2024-09-22,6,11,2163.93,0,4429,20,6
2024-04-04,10,13,587.69,0,9318,5,3
2024-06-27,9,3,3949.19,1,13388,0,3
2024-01-16,1,1,1257.71,0,16803,5,1
2024-04-02,3,6,608.84,0,7265,0,1
2024-01-27,7,4,2085.36,0,6540,0,5
2024-01-22,6,20,581.56,0,4108,5,0
2024-07-16,9,2,1125.66,0,7145,15,1
2024-06-10,5,19,852.71,0,7963,0,0
2024-07-20,4,5,2121.01,0,10285,5,5
2024-09-22,10,15,1930.16,0,7582,20,6
2024-03-16,3,8,1611.28,0,10250,15,5
2024-12-27,6,6,2337.02,0,11968,5,4
2024-07-29,5,8,1440.33,0,6845,0,0
2024-02-17,10,3,2374.54,0,13280,15,5
2024-10-30,8,20,975.73,0,9910,5,2
2024-11-12,5,2,961.83,0,12213,20,1
2024-12-09,9,4,1269.23,0,7211,20,0
2024-07-03,9,13,0.0,1,10284,10,2
2024-03-10,1,9,1989.11,0,10562,10,6
2024-07-07,7,19,1998.01,0,5821,15,6
2024-04-18,4,9,941.45,0,10315,10,3
2024-06-05,5,18,173.82,1,8254,15,2
2024-02-11,4,15,700.93,0,5552,5,6
2024-11-08,3,15,1258.98,0,16871,15,4
2024-04-29,5,7,1345.44,0,7178,0,0
2024-04-05,3,7,1558.68,0,7939,15,4
2024-11-07,9,13,929.67,0,11462,10,3
2024-03-31,1,11,851.52,0,8508,0,6
2024-11-16,4,17,695.59,0,12528,10,5
2024-09-17,5,10,1060.05,0,11545,0,1
2024-02-03,4,12,2360.06,0,13308,0,5
2024-08-02,2,2,741.03,0,15251,5,4
2024-06-04,5,6,1976.77,0,18991,15,1
2024-03-06,4,5,1806.28,0,14053,10,2
2024-05-10,1,17,660.99,0,5492,5,4
2024-01-21,6,10,1652.92,0,7308,15,6
2024-10-16,8,20,896.97,0,9538,15,2
2024-11-25,2,6,2308.52,0,6016,10,0
2024-05-26,3,10,1200.37,0,6062,10,6
2024-08-07,6,14,4075.61,1,6593,0,2
2024-10-29,10,8,712.08,0,10976,0,1
2024-06-07,10,5,862.8,0,6831,15,4
2024-06-11,5,12,1356.9,0,10016,15,1
2024-07-18,9,19,1797.34,0,11209,20,3
2024-01-10,8,4,1610.62,0,4506,0,2
2024-09-12,8,8,1041.57,0,12482,20,3
2024-03-31,3,14,1751.04,0,15112,20,6
2024-04-04,4,20,7475.37,1,6119,20,3
2024-12-15,5,20,2486.72,0,12045,0,6
2024-10-28,6,8,850.15,0,10707,0,0
2024-03-27,2,16,0.0,1,11288,15,2
2024-12-18,1,8,2325.3,0,11813,5,2
2024-11-24,10,3,2897.72,0,10255,15,6
2024-09-10,7,20,1695.85,0,12844,5,1
2024-04-20,7,6,1089.9,0,13697,15,5
2024-04-22,5,15,664.26,0,9683,5,0
2024-09-15,9,17,579.28,0,3620,20,6
2024-02-08,8,7,1446.76,0,12164,10,3
2024-07-21,4,11,650.3,0,9545,5,6
2024-12-11,9,14,807.93,0,7174,20,2
2024-09-09,4,5,2014.68,0,5506,0,0
2024-09-15,5,7,1342.09,0,13160,5,6
2024-05-03,6,6,0.0,1,14139,15,4
2024-05-14,9,4,961.07,0,9352,5,1
2024-04-25,5,19,717.26,0,7325,5,3
2024-09-17,10,14,871.22,0,8917,5,1
2024-02-17,4,3,1286.06,0,11320,20,5
2024-12-06,9,20,1377.67,0,11244,20,4
2024-04-25,5,20,1401.86,0,9840,20,3
2024-02-07,3,19,1967.67,0,6402,20,2
2024-01-17,7,11,1420.3,0,14810,20,2
2024-06-28,5,13,1282.77,0,10876,10,4
2024-04-21,9,4,1082.24,0,6962,15,6
2024-03-07,6,2,1134.05,0,6561,15,3
2024-11-14,9,1,1173.64,0,8678,20,3
2024-05-22,3,17,838.71,0,9936,10,2
2024-09-04,10,17,957.23,0,7828,15,2
2024-11-17,2,8,1795.22,0,8444,5,6
2024-03-23,3,11,1591.12,0,9890,15,5
2024-07-07,8,2,2519.06,1,13491,0,6
2024-02-15,9,20,1293.76,0,13861,0,3
2024-11-28,10,13,732.35,0,4111,20,3
2024-07-10,8,2,256.51,1,9808,15,2
2024-12-10,5,7,1460.56,0,10885,5,1
2024-11-12,6,14,1571.01,0,9411,15,1
2024-02-11,8,5,1482.98,0,13944,20,6
2024-04-08,2,13,1364.76,0,2370,10,0
2024-12-13,4,20,2375.68,0,7511,5,4
2024-04-22,6,8,878.93,0,9481,0,0
2024-12-13,9,20,1427.08,0,13333,0,4
2024-01-15,7,13,1143.13,0,9430,10,0
2024-04-17,4,7,1614.59,0,9843,20,2
2024-09-13,9,7,658.28,0,6051,0,4
2024-12-18,5,19,1130.57,0,11839,20,2
2024-11-04,5,17,2731.37,0,9289,15,0
2024-11-08,8,1,698.11,0,8668,5,4
2024-06-13,7,12,730.85,0,12023,5,3
2024-02-16,3,2,1581.38,0,13125,0,4
2024-11-19,10,8,1071.95,0,6527,0,1
2024-05-10,4,16,1153.98,0,16085,10,4
2024-04-11,9,20,1207.3,0,8644,5,3
2024-06-21,6,3,2040.31,0,7603,15,4
2024-09-19,2,3,1926.89,0,4730,0,3
2024-10-10,8,3,1706.71,0,11824,0,3
2024-01-19,9,18,513.08,0,11795,10,4
2024-02-18,2,2,1134.29,0,12846,20,6
2024-08-02,4,1,852.13,0,9994,5,4
2024-07-12,7,3,1522.5,0,11851,10,4
2024-04-04,4,12,2014.7,0,4894,20,3
2024-08-30,9,1,309.53,1,12078,15,4
2024-03-06,1,12,1264.69,0,8632,5,2
2024-10-19,2,2,1052.14,0,12129,0,5
2024-03-12,6,9,1633.98,0,9754,15,1
2024-09-13,8,14,1286.84,0,12451,0,4
2024-11-20,7,20,2200.04,0,3423,5,2
2024-01-08,10,6,828.29,0,7958,5,0
2024-12-22,3,20,1782.53,0,14977,20,6
2024-09-30,8,5,1037.49,0,15211,0,0
2024-04-29,5,14,1523.71,0,8886,5,0
2024-02-29,2,2,956.89,0,7627,5,3
2024-11-15,1,6,1785.22,0,5552,0,4
2024-04-29,6,2,1063.82,0,3542,20,0
2024-07-17,1,1,1287.27,0,8753,0,2
2024-03-17,3,14,1556.94,0,9576,0,6
2024-09-10,2,13,1283.66,0,7047,10,1
2024-04-02,9,7,873.31,0,5475,15,1
